"Name","Live Bytes","Live Objects"
"java.net.SocketPermissionCollection$SPCComparator","16 B (0%)","1 (0%)"
"sun.rmi.server.UnicastServerRef$$Lambda$88.0x0000000801243840","16 B (0%)","1 (0%)"
"sun.reflect.generics.tree.VoidDescriptor","16 B (0%)","1 (0%)"
"java.util.concurrent.SynchronousQueue$TransferStack","16 B (0%)","1 (0%)"
"jdk.internal.perf.Perf","16 B (0%)","1 (0%)"
"jdk.internal.reflect.ReflectionFactory","16 B (0%)","1 (0%)"
"org.postgresql.Driver","16 B (0%)","1 (0%)"
"sun.instrument.TransformerManager$TransformerInfo[]","16 B (0%)","1 (0%)"
"javax.management.NotificationBroadcasterSupport$1","16 B (0%)","1 (0%)"
"javax.net.DefaultSocketFactory","16 B (0%)","1 (0%)"
"java.util.ResourceBundle$1","16 B (0%)","1 (0%)"
"sun.rmi.server.Util$$Lambda$86.0x0000000801244040","16 B (0%)","1 (0%)"
"sun.net.www.protocol.file.Handler","16 B (0%)","1 (0%)"
"jdk.internal.logger.LazyLoggers$LazyLoggerFactories","16 B (0%)","1 (0%)"
"sun.util.locale.provider.CalendarDataUtility$CalendarWeekParameterGetter","16 B (0%)","1 (0%)"
"java.util.stream.FindOps$FindSink$OfRef$$Lambda$12.0x0000000801203040","16 B (0%)","1 (0%)"
"java.util.logging.Level$KnownLevel$$Lambda$25.0x000000080120f840","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$43.0x000000080121cc40","16 B (0%)","1 (0%)"
"sun.rmi.server.MarshalInputStream$$Lambda$114.0x0000000801277840","16 B (0%)","1 (0%)"
"java.lang.management.ManagementFactory$$Lambda$62.0x0000000801239440","16 B (0%)","1 (0%)"
